iter	MultiClass
0	1.328494699
1	1.260687496
2	1.201647044
3	1.158867747
4	1.106299454
5	1.074126473
6	1.03446112
7	0.998644881
8	0.9737472976
9	0.93894689
10	0.9075575695
11	0.8797844504
12	0.8578889888
13	0.8354077407
14	0.8099811957
15	0.7928422168
16	0.7748083379
17	0.7548074525
18	0.7316895397
19	0.7172464549
20	0.7047045349
21	0.6848288122
22	0.6716311208
23	0.6572480612
24	0.6429517162
25	0.6268501895
26	0.6140777196
27	0.5984989726
28	0.5873227682
29	0.575260174
30	0.5609869098
31	0.5504897574
32	0.5398598429
33	0.5305719176
34	0.5204176584
35	0.5098113394
36	0.4982720988
37	0.4903355938
38	0.4834708975
39	0.4759191456
40	0.4676341762
41	0.4606983786
42	0.4531922291
43	0.4457412634
44	0.4382998914
45	0.4310699336
46	0.424943918
47	0.4179773558
48	0.4098761567
49	0.4033905566
50	0.3996932465
51	0.3946631206
52	0.3877594529
53	0.3825128567
54	0.3773516247
55	0.3723844118
56	0.3664813983
57	0.3606762014
58	0.3542899755
59	0.348129876
60	0.3425499035
61	0.3370875378
62	0.3315106693
63	0.3261997668
64	0.3219043281
65	0.3169281675
66	0.3106173105
67	0.3062063129
68	0.3021974318
69	0.2973730694
70	0.292681778
71	0.2878260956
72	0.2840471421
73	0.2810861832
74	0.2773447091
75	0.2740433136
76	0.2697319373
77	0.2664291348
78	0.2624504858
79	0.25838393
80	0.2554247653
81	0.2520943741
82	0.2467137592
83	0.2429838782
84	0.2398291326
85	0.235888701
86	0.2332342118
87	0.2307967068
88	0.2280359334
89	0.2255797269
90	0.222068341
91	0.2198030809
92	0.2167128716
93	0.2147246099
94	0.212175399
95	0.2096879105
96	0.2073314998
97	0.2048910517
98	0.2026734967
99	0.2007881365
100	0.1974171013
101	0.1945611078
102	0.1916993696
103	0.1898421685
104	0.1863125813
105	0.1845559572
106	0.1821533576
107	0.1804869474
108	0.17813588
109	0.1757544766
110	0.1741004509
111	0.1721497241
112	0.1706950157
113	0.1681142735
114	0.1661675194
115	0.1647156967
116	0.1633581118
117	0.160926264
118	0.1588430407
119	0.1574848389
120	0.1561420138
121	0.1547141123
122	0.153419929
123	0.1521039611
124	0.1504439737
125	0.1486613043
126	0.1478319399
127	0.1469092551
128	0.1457852709
129	0.1444495121
130	0.1427694521
131	0.1414093525
132	0.1401614014
133	0.1387682559
134	0.1374118413
135	0.1359834473
136	0.134750699
137	0.133701305
138	0.1321681166
139	0.1311060319
140	0.1300188629
141	0.1292914468
142	0.1281164588
143	0.1268829381
144	0.1257271647
145	0.1244751952
146	0.1233131048
147	0.1222284364
148	0.1212121562
149	0.1202732306
150	0.1190174833
151	0.1178983504
152	0.1168765501
153	0.1161605589
154	0.1153809369
155	0.1144961624
156	0.1136710104
157	0.1127772739
158	0.1119042877
159	0.111192421
160	0.1104778721
161	0.1094717716
162	0.1086864522
163	0.1078350927
164	0.1070345557
165	0.1060580288
166	0.1053568322
167	0.1042629269
168	0.1035740906
169	0.1028309322
170	0.1018485243
171	0.1012270644
172	0.100579646
173	0.09972752534
174	0.09877610121
175	0.09777191027
176	0.09705303737
177	0.09662421271
178	0.09601006912
179	0.09503754874
180	0.0942207964
181	0.09366969281
182	0.09278064618
183	0.09227291189
184	0.09178653608
185	0.09132425938
186	0.09071442902
187	0.09005109387
188	0.08953064301
189	0.08878615317
190	0.08816262428
191	0.08767328228
192	0.08700141237
193	0.08646118106
194	0.08596413536
195	0.08527173966
196	0.0846252034
197	0.08407866895
198	0.08362721693
199	0.08317204466
200	0.08244075229
201	0.0818769615
202	0.08115105178
203	0.08078072708
204	0.08032548516
205	0.07976660768
206	0.07910543611
207	0.07877265721
208	0.07822471042
209	0.07769118805
210	0.07718514006
211	0.07671628171
212	0.0763992715
213	0.07594898118
214	0.07549464139
215	0.07501860637
216	0.07455651811
217	0.07419237892
218	0.07372142647
219	0.07325788731
220	0.07278936399
221	0.07240706805
222	0.07190294775
223	0.07150240845
224	0.0710479705
225	0.07057462315
226	0.07016221804
227	0.06973779995
228	0.06922126616
229	0.06876879781
230	0.06836813738
231	0.0679326974
232	0.0676163389
233	0.0672360732
234	0.06687390168
235	0.06641583597
236	0.06615847593
237	0.06583997234
238	0.06536766786
239	0.06503579944
240	0.06466421467
241	0.06438463183
242	0.06400673189
243	0.06372125645
244	0.06335972937
245	0.06292798959
246	0.06264443037
247	0.06232212321
248	0.06208156788
249	0.0619145501
250	0.06150302919
251	0.06115966359
252	0.06078225974
253	0.06046042579
254	0.06008340605
255	0.05982342384
256	0.05958552412
257	0.05917858238
258	0.0589211181
259	0.0585712559
260	0.05831660481
261	0.05801502181
262	0.05775079779
263	0.05737508398
264	0.05700797081
265	0.05667548732
266	0.05635620251
267	0.05611414921
268	0.05583490176
269	0.05549714786
270	0.05519219731
271	0.05487573662
272	0.05466118535
273	0.05446702508
274	0.05423685757
275	0.05403037559
276	0.05380301378
277	0.05353360717
278	0.05332974994
279	0.05306908641
280	0.05271171074
281	0.05247505008
282	0.05217774046
283	0.05200447963
284	0.05165539155
285	0.05145522872
286	0.05129217302
287	0.05104398252
288	0.05083312742
289	0.05066802299
290	0.05047529059
291	0.05026675731
292	0.05001116548
293	0.04975721819
294	0.04944769755
295	0.04926946405
296	0.04904965333
297	0.04886424335
298	0.04864952644
299	0.0484657197
300	0.0482391478
301	0.04794968249
302	0.04772837296
303	0.04758378111
304	0.04732569431
305	0.04706835208
306	0.04694219739
307	0.04676219629
308	0.04658282756
309	0.04635977457
310	0.04616457696
311	0.04596713306
312	0.04581507079
313	0.04560603481
314	0.04535134047
315	0.0451762436
316	0.04506476862
317	0.04491567331
318	0.04477409615
319	0.04452831286
320	0.04435256408
321	0.0441847095
322	0.04397208153
323	0.04378186467
324	0.04365169242
325	0.04346133057
326	0.04321097647
327	0.04306484148
328	0.04291830185
329	0.04264054829
330	0.04248525519
331	0.04233261689
332	0.04217660366
333	0.04199685012
334	0.04185639755
335	0.0417179829
336	0.04159294442
337	0.04146236372
338	0.04128031888
339	0.04118229175
340	0.04104034884
341	0.04089525708
342	0.04078735362
343	0.04067400632
344	0.04046848218
345	0.04032490824
346	0.04020403973
347	0.04004045379
348	0.03994062968
349	0.0396818026
350	0.03958133684
351	0.0393248681
352	0.03907774516
353	0.03904383287
354	0.03894220203
355	0.03882051177
356	0.03867079305
357	0.03854182611
358	0.03840181346
359	0.03822463761
360	0.03810934396
361	0.03798810997
362	0.03780109601
363	0.0376872082
364	0.03757797915
365	0.03747280259
366	0.03736037854
367	0.03723443917
368	0.03714464975
369	0.03697380138
370	0.03685446798
371	0.03671624803
372	0.03664012058
373	0.03648356935
374	0.03633460764
375	0.03621029271
376	0.03605346001
377	0.03592576339
378	0.03580990751
379	0.03569021242
380	0.03555737541
381	0.03543964717
382	0.0353649951
383	0.0352252757
384	0.03510475714
385	0.03499339617
386	0.03488364466
387	0.03474121124
388	0.03456134859
389	0.03444912746
390	0.0343333713
391	0.03423923001
392	0.03411349189
393	0.03402041051
394	0.03395670206
395	0.03386231367
396	0.03377753193
397	0.0336765022
398	0.03356327665
399	0.03347219865
400	0.03337832445
401	0.03329228198
402	0.0331764879
403	0.03311104999
404	0.03303802288
405	0.03294470713
406	0.03282095241
407	0.03270747339
408	0.03256095371
409	0.03247455639
410	0.03231066076
411	0.03221775942
412	0.03211270018
413	0.03194628042
414	0.03182459744
415	0.03175531061
416	0.0316473322
417	0.03155131101
418	0.0314551611
419	0.03133005785
420	0.03124397968
421	0.03117271595
422	0.03110885867
423	0.03101397509
424	0.0309285819
425	0.03086028835
426	0.03076747044
427	0.0306510195
428	0.03054193924
429	0.03045649838
